mod; YYYY/MM/DD; HH:MM:SS; aligned
src; "Omnibus Systems - Omnibase "; "2010/03/28" ; "11:14:07"
chs; "ASCII"
ver; "For help and support contact the Omnibus Support Team"
ifv; "Version 5.0"
dve; "For help and support contact the Omnibus Support Team"
fft; ""
tbl; STOP_POINT
atr; BASE_VERSION; POINT_TYPE; POINT_NO; STOP_POINT_NO; STOP_POINT_DESC
frm; num[11.0]; num[11.0]; num[11.0]; num[11.0]; char[40]
rec;    20100328;           1;      203501;           1;                           "Langton Lane"
rec;    20100328;           1;      203600;           0;             "L'hampton (Anchor Springs)"
rec;    20100328;           1;      203601;           1;             "L'hampton (Anchor Springs)"
rec;    20100328;           1;      203700;           0;               "Lyndhurst Rd/Ladydell Rd"
rec;    20100328;           1;      203701;           1;               "Lyndhurst Rd/Ladydell Rd"
rec;    20100328;           1;      203800;           0;                      "Marquis of Granby"
rec;    20100328;           1;      203801;           1;                      "Marquis of Granby"
rec;    20100328;           1;      203900;           0;                       "Offington Corner"
rec;    20100328;           1;      203901;           1;                       "Offington Corner"
rec;    20100328;           1;      204000;           0;                          "Poling Corner"
rec;    20100328;           1;      204001;           1;                          "Poling Corner"
rec;    20100328;           1;      204100;           0;                  "Pulborough (Lower St)"
rec;    20100328;           1;      204101;           1;                  "Pulborough (Lower St)"
